congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
117,House,21984,49,6.0,TX,200.0,,,"WRIGHT, Ron",W000827,1953.0,2021.0,0.711,-0.09,-0.27921,0.98025,14,0,,0.908,-0.418
117,House,22112,49,4.0,TX,200.0,,,"FALLON, Pat",F000246,1967.0,,0.715,0.13,-119.81841,0.86451,823,53,,0.719,0.146
117,House,22119,49,23.0,TX,200.0,,,"GONZALES, Tony",G000594,1980.0,,0.35,0.23,-72.15402,0.91741,837,32,,0.309,0.384
117,House,22125,49,13.0,TX,200.0,,,"JACKSON, Ronny",J000304,1967.0,,0.788,0.162,-102.5402,0.8804,805,42,,0.78,0.163
117,House,22143,49,22.0,TX,200.0,,,"NEHLS, Troy E.",N000026,1968.0,,0.609,-0.236,-144.39673,0.83836,819,69,,0.636,-0.114
117,House,22147,49,11.0,TX,200.0,,,"PFLUGER, August",P000048,1977.0,,0.633,0.373,-86.79157,0.89968,821,37,,0.662,0.367
117,House,22155,49,24.0,TX,200.0,,,"VAN DUYNE, Beth",V000134,1970.0,,0.604,-0.008,-123.0365,0.86314,836,59,,0.577,0.01
117,House,22160,49,6.0,TX,200.0,,,"ELLZEY, Jake",E000071,1970.0,,0.511,0.711,-71.73267,0.88837,606,30,,0.514,0.358
117,House,22165,49,34.0,TX,200.0,,,"FLORES, Mayra",F000473,1986.0,,0.336,0.623,-18.15622,0.92995,250,5,,0.342,0.653
117,House,29571,49,35.0,TX,100.0,,,"DOGGETT, Lloyd Alton, II",D000399,1946.0,,-0.403,-0.333,-21.06639,0.97503,833,5,,-0.329,-0.409
117,House,29573,49,18.0,TX,100.0,,,"JACKSON LEE, Sheila",J000032,1950.0,2024.0,-0.459,0.121,-15.23919,0.98192,835,7,,-0.391,-0.147
117,House,29759,49,17.0,TX,200.0,,,"SESSIONS, Pete",S000250,1955.0,,0.584,0.173,-168.72732,0.81524,826,72,,0.587,-0.035
117,House,29760,49,8.0,TX,200.0,,,"BRADY, Kevin Patrick",B000755,1955.0,,0.52,0.239,-73.2156,0.89863,685,27,,0.477,0.473
117,House,29762,49,12.0,TX,200.0,,,"GRANGER, Kay",G000377,1943.0,,0.403,0.243,-132.11536,0.85119,820,49,,0.465,0.201
117,House,39305,49,30.0,TX,100.0,,,"JOHNSON, Eddie Bernice",J000126,1934.0,2023.0,-0.485,0.198,-19.27868,0.97709,832,11,,-0.488,-0.023
117,House,21367,67,2.0,UT,200.0,,,"STEWART, Chris",S001192,1960.0,,0.499,0.167,-101.11933,0.88607,836,40,,0.439,0.136
117,House,21755,67,3.0,UT,200.0,,,"CURTIS, John R.",C001114,1960.0,,0.453,0.123,-112.58743,0.87286,828,44,,0.409,0.121
117,House,22141,67,1.0,UT,200.0,,,"MOORE, Blake D.",M001213,1980.0,,0.37,0.323,-71.04096,0.91825,833,26,,0.349,0.353
117,House,22146,67,4.0,UT,200.0,,,"OWENS, Burgess",O000086,1951.0,,0.452,0.165,-81.68421,0.90649,832,31,,0.451,0.249
117,House,20750,6,1.0,VT,100.0,,,"WELCH, Peter",W000800,1947.0,,-0.4,-0.406,-24.06583,0.97128,826,11,,-0.301,-0.469
117,House,21994,96,0.0,VI,100.0,,,"PLASKETT, Stacey E.",P000610,1966.0,,-0.473,0.565,-0.88043,0.93905,14,0,,-0.411,-0.874
117,House,20756,40,1.0,VA,200.0,,,"WITTMAN, Robert J.",W000804,1959.0,,0.447,0.027,-82.13713,0.90219,798,25,,0.463,0.181
117,House,20952,40,11.0,VA,100.0,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950.0,2025.0,-0.309,-0.047,-20.97108,0.97529,838,7,,-0.311,-0.101
117,House,21191,40,9.0,VA,200.0,,,"GRIFFITH, H. Morgan",G000568,1958.0,,0.509,-0.332,-182.2159,0.80118,822,90,,0.499,-0.356
117,House,21554,40,8.0,VA,100.0,,,"BEYER, Donald Sternoff Jr.",B001292,1950.0,,-0.394,-0.109,-11.39751,0.98649,838,3,,-0.409,-0.123
117,House,21736,40,4.0,VA,100.0,,,"MCEACHIN, Aston Donald",M001200,1961.0,2022.0,-0.381,-0.017,-19.80339,0.97496,781,12,,-0.493,0.309
117,House,21908,40,6.0,VA,200.0,,,"CLINE, Benjamin",C001118,1972.0,,0.714,-0.205,-133.10954,0.85133,827,52,,0.734,-0.17
117,House,21941,40,2.0,VA,100.0,,,"LURIA, Elaine",L000591,1975.0,,-0.206,0.426,-48.57943,0.94374,839,15,,-0.401,0.854
117,House,21966,40,7.0,VA,100.0,,,"SPANBERGER, Abigail",S001209,1979.0,,-0.196,0.3,-44.74797,0.9477,833,18,,-0.197,0.41
117,House,21983,40,10.0,VA,100.0,,,"WEXTON, Jennifer",W000825,1968.0,,-0.384,0.302,-32.8902,0.96147,837,18,,-0.252,0.205
117,House,22120,40,5.0,VA,200.0,,,"GOOD, Bob",G000595,1965.0,,0.8,-0.6,-136.88357,0.84381,806,66,,0.835,-0.359
117,House,39307,40,3.0,VA,100.0,,,"SCOTT, Robert C.",S000185,1947.0,,-0.451,-0.004,-15.66432,0.98144,836,10,,-0.488,0.096
117,House,20145,73,2.0,WA,100.0,,,"LARSEN, Richard Ray (Rick)",L000560,1965.0,,-0.365,0.165,-18.56314,0.97778,826,6,,-0.435,0.113
117,House,20535,73,5.0,WA,200.0,,,"MCMORRIS RODGERS, Cathy",M001159,1969.0,,0.436,0.098,-78.70519,0.90901,825,29,,0.402,0.333
117,House,21187,73,3.0,WA,200.0,,,"HERRERA BEUTLER, Jaime",H001056,1978.0,,0.336,-0.129,-125.94746,0.85632,812,53,,0.286,0.129
117,House,21368,73,6.0,WA,100.0,,,"KILMER, Derek",K000381,1974.0,,-0.316,0.005,-13.44334,0.9841,839,5,,-0.305,-0.081
117,House,21556,73,4.0,WA,200.0,,,"NEWHOUSE, Daniel Milton",N000189,1955.0,,0.317,0.335,-83.19097,0.90364,821,38,,0.291,0.379
117,House,21726,73,7.0,WA,100.0,,,"JAYAPAL, Pramila",J000298,1965.0,,-0.61,-0.579,-15.78968,0.98129,836,5,,-0.472,-0.636
117,House,21962,73,8.0,WA,100.0,,,"SCHRIER, Kim",S001216,1968.0,,-0.277,0.375,-26.05824,0.96938,838,10,,-0.295,0.59
117,House,22153,73,10.0,WA,100.0,,,"STRICKLAND, Marilyn",S001159,1962.0,,-0.441,0.353,-23.00226,0.97247,824,11,,-0.399,0.356
117,House,29768,73,9.0,WA,100.0,,,"SMITH, Adam",S000510,1965.0,,-0.291,-0.166,-26.37348,0.96895,836,10,,-0.612,0.18
117,House,31101,73,1.0,WA,100.0,,,"DELBENE, Suzan K.",D000617,1962.0,,-0.295,-0.196,-19.5404,0.97701,840,7,,-0.475,0.289
117,House,21188,56,1.0,WV,200.0,,,"McKINLEY, David",M001180,1947.0,,0.3,0.178,-109.51066,0.86381,748,48,,0.298,0.113
117,House,21557,56,2.0,WV,200.0,,,"MOONEY, Alex X.",M001195,1971.0,,0.568,-0.241,-142.94044,0.84127,827,64,,0.537,-0.044
117,House,21946,56,3.0,WV,200.0,,,"MILLER, Carol",M001205,1950.0,,0.529,0.105,-67.48266,0.92063,816,15,,0.501,0.384
117,House,20537,25,4.0,WI,100.0,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951.0,,-0.52,-0.271,-31.93964,0.96225,830,12,,-0.302,-0.45
117,House,21370,25,2.0,WI,100.0,,,"POCAN, Mark",P000607,1964.0,,-0.521,-0.552,-25.98893,0.96921,831,9,,-0.407,-0.642
117,House,21559,25,6.0,WI,200.0,,,"GROTHMAN, Glenn",G000576,1955.0,,0.601,-0.202,-174.18462,0.8109,831,76,,0.581,-0.285
117,House,21720,25,8.0,WI,200.0,,,"GALLAGHER, Michael",G000579,1984.0,,0.437,0.033,-108.12818,0.87632,819,42,,0.412,0.086
117,House,21970,25,1.0,WI,200.0,,,"STEIL, Bryan",S001213,1981.0,,0.421,0.071,-76.76563,0.91256,839,29,,0.424,0.176
117,House,21989,25,7.0,WI,200.0,,,"TIFFANY, Thomas P.",T000165,1957.0,,0.642,-0.25,-133.69656,0.84663,803,54,,0.641,-0.19
117,House,22115,25,5.0,WI,200.0,,,"FITZGERALD, Scott",F000471,1963.0,,0.601,0.091,-105.54058,0.8806,830,45,,0.617,0.272
117,House,29769,25,3.0,WI,100.0,,,"KIND, Ron",K000188,1963.0,,-0.26,-0.08,-65.96909,0.92421,837,20,,-0.176,-0.105
117,House,21710,68,1.0,WY,200.0,,,"CHENEY, Liz",C001109,1966.0,,0.405,0.82,-188.67119,0.75832,682,70,,0.282,0.815
117,Senate,42102,41,0.0,AL,200.0,,,"TUBERVILLE, Thomas Hawley (Tommy)",T000278,1954.0,,0.936,-0.352,-90.88991,0.90271,888,35,,0.936,-0.352
117,Senate,94659,41,0.0,AL,200.0,,,"SHELBY, Richard C.",S000320,1934.0,,0.446,0.57,-163.57584,0.82305,840,90,,0.536,0.494
117,Senate,40300,81,0.0,AK,200.0,,,"MURKOWSKI, Lisa",M001153,1957.0,,0.204,-0.304,-137.32829,0.84951,842,63,,0.212,-0.371
117,Senate,41500,81,0.0,AK,200.0,,,"SULLIVAN, Daniel Scott",S001198,1964.0,,0.469,0.173,-251.54468,0.74461,853,113,,0.484,0.069
117,Senate,21300,61,0.0,AZ,100.0,,,"SINEMA, Kyrsten",S001191,1976.0,,-0.105,0.076,-40.94784,0.95402,870,11,,-0.153,0.212
117,Senate,41905,61,0.0,AZ,100.0,,,"KELLY, Mark Edward",K000377,1964.0,,-0.267,0.29,-38.47468,0.9576,888,19,,-0.217,0.42
117,Senate,20101,42,0.0,AR,200.0,,,"BOOZMAN, John",B001236,1950.0,,0.426,0.34,-173.02647,0.8251,900,77,,0.546,0.322
117,Senate,21301,42,0.0,AR,200.0,,,"COTTON, Thomas Bryant (Tom)",C001095,1977.0,,0.578,0.2,-125.5802,0.86826,889,53,,0.641,0.206
117,Senate,41701,71,0.0,CA,100.0,,,"HARRIS, Kamala Devi",H001075,1964.0,,-0.709,-0.105,-0.00037,0.99981,2,0,,0.0,0.0
117,Senate,42104,71,0.0,CA,100.0,,,"PADILLA, Alejandro (Alex)",P000145,1973.0,,-0.443,-0.242,-11.37787,0.98734,893,4,,-0.418,-0.381
117,Senate,49300,71,0.0,CA,100.0,,,"FEINSTEIN, Dianne",F000062,1933.0,2023.0,-0.268,-0.184,-9.42012,0.98821,794,1,,-0.296,-0.196
117,Senate,40910,62,0.0,CO,100.0,,,"BENNET, Michael F.",B001267,1964.0,,-0.245,-0.188,-16.40727,0.98167,887,6,,-0.287,-0.026
117,Senate,42101,62,0.0,CO,100.0,,,"HICKENLOOPER, John Wright",H000273,1952.0,,-0.3,-0.0,-28.12959,0.96858,881,7,,-0.229,-0.108
117,Senate,20707,1,0.0,CT,100.0,,,"MURPHY, Christopher",M001169,1973.0,,-0.289,-0.26,-16.86881,0.98116,887,6,,-0.32,-0.26
117,Senate,41101,1,0.0,CT,100.0,,,"BLUMENTHAL, Richard",B001277,1946.0,,-0.433,-0.155,-20.14489,0.97767,892,7,,-0.365,-0.242
117,Senate,15015,11,0.0,DE,100.0,,,"CARPER, Thomas Richard",C000174,1947.0,,-0.179,-0.225,-31.20682,0.96603,903,8,,-0.304,-0.333
117,Senate,40916,11,0.0,DE,100.0,,,"COONS, Christopher A.",C001088,1963.0,,-0.239,-0.21,-12.19095,0.98655,900,3,,-0.256,-0.197
117,Senate,41102,43,0.0,FL,200.0,,,"RUBIO, Marco",R000595,1971.0,,0.616,-0.184,-148.43667,0.84097,857,58,,0.647,-0.106
117,Senate,41903,43,0.0,FL,200.0,,,"SCOTT, Richard Lynn (Rick)",S001217,1952.0,,0.728,-0.061,-96.10174,0.89732,887,42,,0.723,0.182
117,Senate,41904,44,0.0,GA,200.0,,,"LOEFFLER, Kelly",L000594,1970.0,,0.555,-0.203,-0.16867,0.91912,2,0,,0.0,0.0
117,Senate,42103,44,0.0,GA,100.0,,,"OSSOFF, Thomas Jonathan (Jon)",O000174,1987.0,,-0.462,0.474,-25.55809,0.97089,865,9,,-0.466,0.513
117,Senate,42105,44,0.0,GA,100.0,,,"WARNOCK, Raphael Gamaliel",W000790,1969.0,,-0.435,0.424,-28.38185,0.96742,857,14,,-0.392,0.463
117,Senate,20713,82,0.0,HI,100.0,,,"HIRONO, Mazie",H001042,1947.0,,-0.512,-0.086,-13.24465,0.98539,900,4,,-0.483,-0.196
117,Senate,41112,82,0.0,HI,100.0,,,"SCHATZ, Brian Emanuel",S001194,1972.0,,-0.444,-0.135,-19.09329,0.97878,890,6,,-0.443,-0.027
117,Senate,29345,63,0.0,ID,200.0,,,"CRAPO, Michael Dean",C000880,1951.0,,0.505,0.291,-180.61391,0.81633,890,96,,0.45,0.395
117,Senate,40902,63,0.0,ID,200.0,,,"RISCH, James",R000584,1943.0,,0.551,0.383,-164.44967,0.8222,840,85,,0.466,0.411
117,Senate,15021,21,0.0,IL,100.0,,,"DURBIN, Richard Joseph",D000563,1944.0,,-0.339,-0.313,-9.36624,0.98969,904,2,,-0.313,-0.181
117,Senate,21325,21,0.0,IL,100.0,,,"DUCKWORTH, Tammy",D000622,1968.0,,-0.345,0.057,-13.88611,0.98445,886,5,,-0.322,-0.212
117,Senate,21133,22,0.0,IN,200.0,,,"YOUNG, Todd",Y000064,1972.0,,0.441,-0.032,-163.91325,0.8304,882,55,,0.419,0.02
117,Senate,41900,22,0.0,IN,200.0,,,"BRAUN, Michael",B001310,1954.0,,0.8,0.6,-90.60235,0.90217,880,38,,0.74,0.375
117,Senate,14226,31,0.0,IA,200.0,,,"GRASSLEY, Charles Ernest",G000386,1933.0,,0.362,-0.035,-238.08935,0.7689,906,111,,0.417,-0.12
117,Senate,41502,31,0.0,IA,200.0,,,"ERNST, Joni",E000295,1970.0,,0.536,-0.027,-171.94869,0.82159,875,75,,0.574,-0.16
117,Senate,21734,32,0.0,KS,200.0,,,"MARSHALL, Roger Wayne",M001198,1960.0,,0.606,0.141,-119.33462,0.87372,884,47,,0.643,0.099
117,Senate,29722,32,0.0,KS,200.0,,,"MORAN, Jerry",M000934,1954.0,,0.413,0.221,-151.87123,0.82942,812,62,,0.413,0.328
117,Senate,14921,51,0.0,KY,200.0,,,"MCCONNELL, Addison Mitchell (Mitch)",M000355,1942.0,,0.402,0.018,-204.1244,0.7936,883,89,,0.418,0.015
117,Senate,41104,51,0.0,KY,200.0,,,"PAUL, Rand",P000603,1963.0,,0.878,-0.479,-147.26089,0.84024,846,65,,0.905,-0.425
117,Senate,20919,45,0.0,LA,200.0,,,"CASSIDY, Bill",C001075,1957.0,,0.464,-0.05,-226.6492,0.77271,879,99,,0.474,-0.033
117,Senate,41703,45,0.0,LA,200.0,,,"KENNEDY, John Neely",K000393,1951.0,,0.559,-0.143,-224.44396,0.76841,852,93,,0.569,-0.088
117,Senate,41300,2,0.0,ME,328.0,,,"KING, Angus Stanley, Jr.",K000383,1944.0,,-0.169,-0.185,-23.00186,0.97477,900,6,,-0.193,-0.159
117,Senate,49703,2,0.0,ME,200.0,,,"COLLINS, Susan Margaret",C001035,1952.0,,0.124,-0.506,-90.38725,0.90505,906,37,,0.138,-0.513
117,Senate,15408,52,0.0,MD,100.0,,,"CARDIN, Benjamin Louis",C000141,1943.0,,-0.32,-0.224,-13.49233,0.98507,897,7,,-0.295,-0.311
117,Senate,20330,52,0.0,MD,100.0,,,"VAN HOLLEN, Christopher",V000128,1959.0,,-0.399,-0.228,-10.55221,0.98779,859,3,,-0.374,-0.102
117,Senate,14435,3,0.0,MA,100.0,,,"MARKEY, Edward John",M000133,1946.0,,-0.517,-0.47,-28.88832,0.9682,894,11,,-0.647,-0.472
117,Senate,41301,3,0.0,MA,100.0,,,"WARREN, Elizabeth",W000817,1949.0,,-0.742,-0.368,-26.18953,0.97132,900,11,,-0.67,-0.466
117,Senate,20923,23,0.0,MI,100.0,,,"PETERS, Gary C.",P000595,1958.0,,-0.251,-0.179,-13.7947,0.9846,889,6,,-0.284,-0.119
117,Senate,29732,23,0.0,MI,100.0,,,"STABENOW, Deborah Ann",S000770,1950.0,,-0.343,-0.019,-15.35557,0.98305,898,6,,-0.337,0.044
117,Senate,40700,33,0.0,MN,100.0,,,"KLOBUCHAR, Amy",K000367,1960.0,,-0.278,-0.328,-16.64058,0.98158,895,8,,-0.297,-0.13
117,Senate,41706,33,0.0,MN,100.0,,,"SMITH, Tina",S001203,1958.0,,-0.411,-0.119,-14.32343,0.98416,897,7,,-0.447,-0.079
117,Senate,29534,46,0.0,MS,200.0,,,"WICKER, Roger F.",W000437,1951.0,,0.378,0.339,-164.47019,0.83162,892,79,,0.381,0.332
117,Senate,41707,46,0.0,MS,200.0,,,"HYDE-SMITH, Cindy",H001079,1959.0,,0.45,0.333,-159.72761,0.8321,869,73,,0.457,0.353
117,Senate,29735,34,0.0,MO,200.0,,,"BLUNT, Roy",B000575,1950.0,,0.398,0.18,-262.25106,0.72797,826,126,,0.314,0.182
117,Senate,41901,34,0.0,MO,200.0,,,"HAWLEY, Joshua David",H001089,1979.0,,0.825,-0.359,-131.12506,0.86301,890,56,,0.813,-0.177
117,Senate,21338,64,0.0,MT,200.0,,,"DAINES, Steve",D000618,1962.0,,0.589,-0.021,-118.4879,0.87045,854,44,,0.592,0.068
117,Senate,40702,64,0.0,MT,100.0,,,"TESTER, Jon",T000464,1956.0,,-0.213,0.153,-48.48552,0.94778,904,19,,-0.184,0.148
117,Senate,41302,35,0.0,NE,200.0,,,"FISCHER, Debra (Deb)",F000463,1951.0,,0.46,0.334,-136.199,0.85585,875,47,,0.455,0.255
117,Senate,41503,35,0.0,NE,200.0,,,"SASSE, Benjamin Eric",S001197,1972.0,,0.669,-0.25,-168.18766,0.82105,853,79,,0.573,-0.098
117,Senate,21743,65,0.0,NV,100.0,,,"ROSEN, Jacklyn Sheryl",R000608,1957.0,,-0.285,0.313,-24.14915,0.97305,884,11,,-0.259,0.201
117,Senate,41700,65,0.0,NV,100.0,,,"CORTEZ MASTO, Catherine Marie",C001113,1964.0,,-0.347,0.349,-30.1905,0.96705,901,14,,-0.237,0.208
117,Senate,40906,4,0.0,NH,100.0,,,"SHAHEEN, Jeanne",S001181,1947.0,,-0.22,-0.142,-15.68918,0.9819,859,5,,-0.235,-0.13
117,Senate,41702,4,0.0,NH,100.0,,,"HASSAN, Margaret Wood (Maggie)",H001076,1958.0,,-0.222,0.008,-41.68893,0.95459,897,18,,-0.212,0.185
117,Senate,29373,12,0.0,NJ,100.0,,,"MENENDEZ, Robert",M000639,1954.0,,-0.366,-0.126,-24.62043,0.97229,876,9,,-0.443,-0.012
117,Senate,41308,12,0.0,NJ,100.0,,,"BOOKER, Cory Anthony",B001288,1969.0,,-0.559,-0.249,-24.47386,0.97263,882,12,,-0.516,-0.415
117,Senate,20930,66,0.0,NM,100.0,,,"HEINRICH, Martin",H001046,1971.0,,-0.333,0.001,-16.77422,0.98118,883,7,,-0.439,0.053
117,Senate,20932,66,0.0,NM,100.0,,,"LUJÁN, Ben Ray",L000570,1972.0,,-0.381,0.033,-14.88049,0.98232,834,7,,-0.421,0.048
117,Senate,14858,13,0.0,NY,100.0,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950.0,,-0.355,-0.411,-48.88095,0.94668,892,15,,-0.242,-0.617
117,Senate,20735,13,0.0,NY,100.0,,,"GILLIBRAND, Kirsten",G000555,1966.0,,-0.447,-0.305,-16.23198,0.98207,897,9,,-0.385,-0.521
117,Senate,29548,47,0.0,NC,200.0,,,"BURR, Richard M.",B001135,1955.0,,0.435,-0.07,-207.32327,0.76528,775,100,,0.363,0.074
117,Senate,41504,47,0.0,NC,200.0,,,"TILLIS, Thomas Roland (Thom)",T000476,1960.0,,0.39,-0.12,-237.70838,0.75529,847,98,,0.399,-0.152
117,Senate,21350,36,0.0,ND,200.0,,,"CRAMER, Kevin",C001096,1961.0,,0.4,0.367,-149.22989,0.82727,787,68,,0.386,0.532
117,Senate,41107,36,0.0,ND,200.0,,,"HOEVEN, John",H001061,1957.0,,0.402,0.448,-130.63315,0.8619,879,60,,0.442,0.461
117,Senate,29386,24,0.0,OH,200.0,,,"PORTMAN, Robert Jones (Rob)",P000449,1955.0,,0.371,-0.208,-201.86383,0.79229,867,82,,0.338,-0.061
117,Senate,29389,24,0.0,OH,100.0,,,"BROWN, Sherrod",B000944,1952.0,,-0.425,-0.097,-13.43344,0.98512,896,6,,-0.402,-0.094
117,Senate,15424,53,0.0,OK,200.0,,,"INHOFE, James Mountain",I000024,1934.0,2024.0,0.552,0.045,-123.1535,0.85879,809,49,,0.539,0.111
117,Senate,21166,53,0.0,OK,200.0,,,"LANKFORD, James",L000575,1968.0,,0.59,0.149,-100.12178,0.89472,900,37,,0.67,0.001
117,Senate,14871,72,0.0,OR,100.0,,,"WYDEN, Ronald Lee",W000779,1949.0,,-0.335,-0.486,-16.78202,0.98144,896,8,,-0.349,-0.572
117,Senate,40908,72,0.0,OR,100.0,,,"MERKLEY, Jeff",M001176,1956.0,,-0.454,-0.715,-24.13018,0.97261,869,8,,-0.459,-0.656
117,Senate,29935,14,0.0,PA,200.0,,,"TOOMEY, Patrick Joseph",T000461,1961.0,,0.624,-0.378,-195.04865,0.78411,802,102,,0.614,-0.487
117,Senate,40703,14,0.0,PA,100.0,,,"CASEY, Robert (Bob), Jr.",C001070,1960.0,,-0.313,0.166,-21.34001,0.97636,892,7,,-0.296,0.046
117,Senate,29142,5,0.0,RI,100.0,,,"REED, John F. (Jack)",R000122,1949.0,,-0.36,-0.154,-11.49908,0.98735,903,4,,-0.384,-0.235
117,Senate,40704,5,0.0,RI,100.0,,,"WHITEHOUSE, Sheldon",W000802,1955.0,,-0.341,-0.13,-13.41798,0.98512,895,5,,-0.37,-0.187
117,Senate,21173,48,0.0,SC,200.0,,,"SCOTT, Tim",S001184,1965.0,,0.628,0.025,-142.50202,0.85158,887,59,,0.611,0.009
117,Senate,29566,48,0.0,SC,200.0,,,"GRAHAM, Lindsey O.",G000359,1955.0,,0.367,-0.267,-243.26925,0.74542,828,145,,0.318,-0.352
117,Senate,29754,37,0.0,SD,200.0,,,"THUNE, John",T000250,1961.0,,0.431,0.231,-140.0303,0.85547,897,54,,0.465,0.269
117,Senate,41505,37,0.0,SD,200.0,,,"ROUNDS, Marion Michael (Mike)",R000605,1954.0,,0.352,0.086,-183.59841,0.77214,710,87,,0.357,0.04
117,Senate,20351,54,0.0,TN,200.0,,,"BLACKBURN, Marsha",B001243,1952.0,,0.632,0.142,-106.28982,0.88284,853,42,,0.667,0.149
117,Senate,42100,54,0.0,TN,200.0,,,"HAGERTY, William Francis (Bill)",H000601,1959.0,,0.676,-0.071,-136.49072,0.85618,879,52,,0.711,-0.209
117,Senate,40305,49,0.0,TX,200.0,,,"CORNYN, John",C001056,1952.0,,0.47,-0.06,-192.33501,0.79729,849,91,,0.451,-0.119
117,Senate,41304,49,0.0,TX,200.0,,,"CRUZ, Rafael Edward (Ted)",C001098,1970.0,,0.782,-0.18,-75.41156,0.91501,849,33,,0.783,-0.072
117,Senate,41110,67,0.0,UT,200.0,,,"LEE, Mike",L000577,1971.0,,0.891,-0.454,-137.62589,0.85791,898,66,,0.866,-0.5
117,Senate,41902,67,0.0,UT,200.0,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947.0,,0.286,0.294,-216.5292,0.77742,860,92,,0.287,0.229
117,Senate,14307,6,0.0,VT,100.0,,,"LEAHY, Patrick Joseph",L000174,1940.0,,-0.36,-0.121,-8.63674,0.98985,847,3,,-0.403,-0.16
117,Senate,29147,6,0.0,VT,328.0,,,"SANDERS, Bernard",S000033,1941.0,,-0.545,-0.427,-100.94754,0.88404,819,33,,-0.925,-0.357
117,Senate,40909,40,0.0,VA,100.0,,,"WARNER, Mark R.",W000805,1954.0,,-0.215,-0.034,-12.81175,0.98569,889,2,,-0.275,-0.159
117,Senate,41305,40,0.0,VA,100.0,,,"KAINE, Timothy Michael (Tim)",K000384,1958.0,,-0.236,-0.12,-17.47989,0.9802,874,5,,-0.274,-0.051
117,Senate,39310,73,0.0,WA,100.0,,,"CANTWELL, Maria E.",C000127,1958.0,,-0.308,-0.401,-10.34576,0.98855,898,3,,-0.381,-0.132
117,Senate,49308,73,0.0,WA,100.0,,,"MURRAY, Patty",M001111,1950.0,,-0.357,-0.313,-9.06098,0.98974,879,2,,-0.388,-0.152
117,Senate,20146,56,0.0,WV,200.0,,,"CAPITO, Shelley Moore",C001047,1953.0,,0.284,0.144,-168.1539,0.82552,877,62,,0.326,0.113
117,Senate,40915,56,0.0,WV,100.0,,,"MANCHIN, Joe, III",M001183,1947.0,,-0.057,0.4,-84.35039,0.90678,862,27,,-0.078,0.381
117,Senate,29940,25,0.0,WI,100.0,,,"BALDWIN, Tammy",B001230,1962.0,,-0.486,-0.122,-22.11163,0.97562,896,10,,-0.467,-0.027
117,Senate,41111,25,0.0,WI,200.0,,,"JOHNSON, Ron",J000293,1955.0,,0.645,-0.154,-136.77079,0.85185,853,60,,0.617,0.035
117,Senate,20953,68,0.0,WY,200.0,,,"LUMMIS, Cynthia M.",L000571,1954.0,,0.684,-0.32,-143.78735,0.84554,857,62,,0.722,-0.361
117,Senate,40707,68,0.0,WY,200.0,,,"BARRASSO, John A.",B001261,1952.0,,0.54,0.195,-119.26512,0.86387,815,44,,0.542,0.144
